Respondent,Country,AgeGroup,EducationLevel
10892,Ukraine,25-34 years old,Primary/elementary school
10896,Bangladesh,18-24 years old,Some college/university study without earning a degree
10898,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10900,"Venezuela, Bolivarian Republic of...",45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10906,Australia,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
10907,Ukraine,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10909,Austria,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10912,United Kingdom of Great Britain and Northern Ireland,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10915,Israel,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10917,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10918,United Kingdom of Great Britain and Northern Ireland,25-34 years old,Some college/university study without earning a degree
10922,Japan,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10923,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10925,United Arab Emirates,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10930,Spain,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10931,Austria,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10932,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10938,Poland,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10942,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10948,United States of America,35-44 years old,Some college/university study without earning a degree
10949,Turkey,35-44 years old,Some college/university study without earning a degree
10950,United States of America,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
10951,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10952,Brazil,25-34 years old,Some college/university study without earning a degree
10954,Italy,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
10958,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10959,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10968,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10971,Serbia,35-44 years old,Some college/university study without earning a degree
10972,Sweden,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10975,United States of America,25-34 years old,Some college/university study without earning a degree
10977,Sweden,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10983,Dominican Republic,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10989,Ireland,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10991,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10992,Russian Federation,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
10993,Pakistan,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10995,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10996,India,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
10998,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11000,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11002,Spain,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11009,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11012,Sweden,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11015,Ukraine,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11020,Ukraine,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11024,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11025,Canada,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11027,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11038,United Kingdom of Great Britain and Northern Ireland,25-34 years old,Some college/university study without earning a degree
11039,Bulgaria,18-24 years old,Some college/university study without earning a degree
11044,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11048,United States of America,18-24 years old,Some college/university study without earning a degree
11058,Canada,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11061,Germany,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11065,United Kingdom of Great Britain and Northern Ireland,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11070,Republic of Moldova,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11078,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11080,Viet Nam,18-24 years old,Some college/university study without earning a degree
11082,Peru,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11086,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11089,Finland,25-34 years old,Some college/university study without earning a degree
11095,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11097,Italy,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11100,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11102,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11110,Switzerland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11112,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11113,Switzerland,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11120,"Venezuela, Bolivarian Republic of...",18-24 years old,Some college/university study without earning a degree
11125,United Kingdom of Great Britain and Northern Ireland,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11126,Taiwan,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
11127,Egypt,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11138,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11143,Germany,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11144,France,18-24 years old,Some college/university study without earning a degree
11145,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11148,Ukraine,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11149,Italy,45-54 years old,Some college/university study without earning a degree
11151,United States of America,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
11157,United States of America,35-44 years old,Some college/university study without earning a degree
11163,"Iran, Islamic Republic of...",25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11167,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11176,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11177,Netherlands,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11181,United States of America,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
11182,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11185,Canada,45-54 years old,"Associate degree (A.A., A.S., etc.)"
11188,Poland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11191,Portugal,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11194,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11207,Ireland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11214,Netherlands,35-44 years old,Some college/university study without earning a degree
11216,United States of America,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11217,Czech Republic,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11223,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11226,Argentina,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11230,United States of America,35-44 years old,Some college/university study without earning a degree
11231,South Africa,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11239,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11240,Guatemala,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11243,Lithuania,35-44 years old,Primary/elementary school
11245,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11249,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11250,Italy,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11252,Brazil,25-34 years old,"Associate degree (A.A., A.S., etc.)"
11254,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11255,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11256,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11259,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11260,Austria,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11261,Spain,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11264,Colombia,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11265,United States of America,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11267,Albania,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11270,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11272,Brazil,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11274,Mexico,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11275,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11276,Peru,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11277,Ukraine,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11279,United Kingdom of Great Britain and Northern Ireland,25-34 years old,Some college/university study without earning a degree
11281,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11283,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11284,United States of America,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11291,Germany,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11293,Italy,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
11297,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11299,Italy,35-44 years old,Something else
11300,Brazil,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11301,Philippines,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11303,Austria,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11305,United States of America,45-54 years old,"Associate degree (A.A., A.S., etc.)"
11307,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11309,Netherlands,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11311,Mexico,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11312,Canada,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11317,Canada,35-44 years old,Some college/university study without earning a degree
11320,United States of America,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11321,Switzerland,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11323,Brazil,18-24 years old,Some college/university study without earning a degree
11326,Spain,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11327,United States of America,25-34 years old,"Associate degree (A.A., A.S., etc.)"
11333,Georgia,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11337,China,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11338,Chile,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11343,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11344,United States of America,55-64 years old,"Associate degree (A.A., A.S., etc.)"
11348,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11356,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11359,Canada,35-44 years old,Some college/university study without earning a degree
11361,Bulgaria,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
11362,Hong Kong (S.A.R.),18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
11367,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11370,United States of America,45-54 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11373,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11380,Canada,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11385,United States of America,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11386,Germany,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11390,Norway,25-34 years old,Some college/university study without earning a degree
11396,Bangladesh,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11398,Sweden,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11401,France,45-54 years old,Some college/university study without earning a degree
11403,Poland,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11404,Ukraine,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11405,United States of America,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11406,United Kingdom of Great Britain and Northern Ireland,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11407,Sweden,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11412,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11414,Netherlands,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11415,Denmark,45-54 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11418,Germany,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11419,Canada,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11422,United States of America,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11429,Colombia,55-64 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11431,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11433,Ukraine,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11444,Morocco,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11448,Indonesia,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11449,United States of America,18-24 years old,Some college/university study without earning a degree
11452,Hungary,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11453,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11455,Brazil,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
11461,Sweden,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11466,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11470,France,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
11472,Russian Federation,35-44 years old,Some college/university study without earning a degree
11475,India,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11478,United States of America,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11480,Lithuania,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11482,Canada,35-44 years old,Some college/university study without earning a degree
11486,India,25-34 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11488,United States of America,55-64 years old,Primary/elementary school
11494,Ukraine,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11495,France,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11497,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11498,Ukraine,18-24 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11503,Brazil,35-44 years old,"Associate degree (A.A., A.S., etc.)"
11504,Russian Federation,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11513,France,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11514,Luxembourg,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11515,Ukraine,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11523,Brazil,25-34 years old,Some college/university study without earning a degree
11527,Germany,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11530,Italy,35-44 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11531,Ukraine,18-24 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11538,Brazil,25-34 years old,Some college/university study without earning a degree
11543,Chile,25-34 years old,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)"
11544,United States of America,55-64 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11545,United States of America,35-44 years old,"Bachelor's degree (B.A., B.S., B.Eng., etc.)"
11549,Republic of North Macedonia,18-24 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)"
